,Mean Expression,Log2 Fold Change,Adjusted P value,Gene Name,Function,Pathway
PMI0130,1607.33974344327,-1.01925175225302,0.0009923925985381788,,(GenBank) conserved hypothetical protein,
PMI3245,706.091210611232,-1.02006838198895,0.00032474860102207204,trmA,(GenBank) tRNA (uracil-5)-methyltransferase,
PMI2420,1986.3940157909801,-1.02149593736752,0.0009587950801684891,,(GenBank) patatin-like phospholipase,
PMI2960,973.802353634131,-1.02507684727333,0.000345589681447287,,"(GenBank) putative iron ABC transporter, ATP-binding protein",pmr02010  ABC transporters
PMI3510,95.37156532687179,-1.0254576281741101,0.008277325733034479,,(GenBank) conserved hypothetical protein,pmr01501  beta-Lactam resistance
PMI2346,511.04135498937995,-1.02580683033562,8.71269137039391e-05,,(GenBank) conserved hypothetical protein,
PMI1795,8211.58034947553,-1.0290634410123298,0.00406580522126626,fabB,(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase I,"pmr00061  Fatty acid biosynthesis, pmr00780  Biotin metabolism, pmr01100  Metabolic pathways, pmr01212  Fatty acid metabolism"
PMI3065,6369.83539992107,-1.03008071244563,5.2419041106817996e-05,atpC,(GenBank) ATP synthase epsilon chain,"pmr00190  Oxidative phosphorylation, pmr01100  Metabolic pathways"
PMI0901,52.41400663775829,-1.0332207619751,0.0243145084774798,,(GenBank) prophage protein,
PMI1629,1712.7545804845902,-1.03335677452236,0.00552236835813725,fliE,(GenBank) flagellar hook-basal body complex protein,pmr02040  Flagellar assembly
PMI2053,1335.5316985772502,-1.04051238848175,0.000330730092640331,,(GenBank) conserved hypothetical protein,
PMI1649,20174.3660392837,-1.04082036582258,0.000819781941212887,flgG,(GenBank) flagellar basal-body rod protein (distal rod protein),pmr02040  Flagellar assembly
PMI2807,1911.90182979613,-1.04122703283203,5.8676675847457e-05,,(GenBank) ABC transporter ATP-binding protein,
PMI1728,120.024238701924,-1.04553711486044,0.022848060371297003,,(GenBank) putative tryptophanyl-tRNA synthetase,pmr00970  Aminoacyl-tRNA biosynthesis
PMI0424,911.306292082585,-1.04829853122879,2.7771643320802197e-05,rlpA,(GenBank) rare lipoprotein A precursor,
PMI2739,1242.91566323549,-1.0501777905215501,0.00231634306626715,dusA,(GenBank) tRNA-dihydrouridine synthase A,
PMI3232,576.7230884397329,-1.05096430499343,3.8767440461258704e-05,,(GenBank) putative amidohydrolase/metallopeptidase,
PMI2046,20837.4361885012,-1.0528945654659,0.0133040950689102,aceE,(GenBank) pyruvate dehydrogenase E1 component,"pmr00010  Glycolysis / Gluconeogenesis, pmr00020  Citrate cycle (TCA cycle), pmr00620  Pyruvate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI3629,12553.8729279188,-1.05362684138538,0.00452844196635781,aroQ,(GenBank) 3-dehydroquinate dehydratase,"pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids"
PMI2369,769.002329018821,-1.05378793279136,0.000140615133809802,gcp,(GenBank) O-sialoglycoprotein endopeptidase,
PMI1786,1327.5109816472802,-1.05471591747161,0.00163537602391509,folC,(GenBank) FolC bifunctional protein [includes: folylpolyglutamate synthase and dihydrofolate synthase],"pmr00790  Folate biosynthesis, pmr01100  Metabolic pathways"
PMI1550,208.04224091837503,-1.05704446545043,0.0375225535690817,,(GenBank) TonB-like protein,
PMI1256,91.6706850428731,-1.06017222997306,0.0137641499892054,,(GenBank) hypothetical protein,
PMI0012,1053.60441939046,-1.0618332438951399,3.70001624438078e-06,nhaR,(GenBank) transcriptional activator protein NhaR,
PMI0672,2201.86287792824,-1.06394191638774,0.00439378568724715,sdaC,(GenBank) serine transporter,
PMI3006,405.102456116746,-1.06471775114132,0.0005806432437072861,,(GenBank) conserved hypothetical protein,
PMI2294,345.20249261936203,-1.0670437506071,0.013989458044268998,,(GenBank) conserved hypothetical protein,
PMI0829,485.76261365182404,-1.07252487926736,0.005039193167817729,bcr,(GenBank) bicyclomycin resistance protein (sulfonamide resistance protein) (MFS-family transporter),
PMI1037,1843.11569917975,-1.0811048043557199,0.00044828982927914003,rplT,(GenBank) 50S ribosomal protein L20,pmr03010  Ribosome
PMI3715,1143.84813509987,-1.0829923627503801,3.1460941692722804e-05,,(GenBank) conserved hypothetical protein,
PMI2494,144.719501467772,-1.08306986801455,0.00552236835813725,rimI,(GenBank) ribosomal-protein-alanine acetyltransferase,
PMI1709,16.7766959795267,-1.08524429345514,0.0336670909232973,,(GenBank) putative membrane protein,
PMI2476,104.65077718591101,-1.0864821193877,0.0298755282647549,,(GenBank) putative plasmid conjugative relaxase,
PMI3011,2291.41108508665,-1.08939641738933,0.0168808591553064,pitA,(GenBank) low-affinity inorganic phosphate transporter,
PMI3633,306.593224907469,-1.09054855150488,0.00653726033879927,mreD,(GenBank) rod shape-determining protein,
PMI2735,1272.2045696587402,-1.09066761793219,0.000458725665532755,potC,"(GenBank) spermidine/putrescine ABC transporter, permease protein",pmr02010  ABC transporters
PMI1609,255.481960189397,-1.09176103933107,0.00502840688097635,rrmA,(GenBank) ribosomal RNA large subunit methyltransferase A,
PMI2157,300.1950790344,-1.0948894512276999,0.0101301568176854,fruK,(GenBank) 1-phosphofructokinase,pmr00051  Fructose and mannose metabolism
PMI3181,1703.60747309542,-1.09533558573674,0.000436701840989996,,(GenBank) conserved hypothetical protein,
PMI2903,26.7812448893369,-1.09537304742389,0.0145173853877637,,(GenBank) putative membrane protein,
PMI1630,12162.518619,-1.0965506132676,0.000371511655157427,fliF,(GenBank) flagellar M-ring protein,pmr02040  Flagellar assembly
fig|529507.6.peg.3590,21.8400531776751,-1.09683271744883,0.0182765600633901,,,
PMI3142,2886.78295077415,-1.0983999961301898,5.79890940282592e-05,,(GenBank) DNA modification methyltransferase,
PMI2971,295.234423433615,-1.0993719907759798,5.0624029484355995e-06,,(GenBank) putative surface polysaccharide modification acyltransferase,
PMI1639,1383.9031638081,-1.1012691967727,6.65708692944704e-05,fliO,(GenBank) flagellar protein,pmr02040  Flagellar assembly
PMI1043,9152.5549982892,-1.10177483626164,0.00107475612334613,arnB,(GenBank) UDP-4-amino-4-deoxy-l-arabinose--oxoglutarate aminotransferase,"pmr00520  Amino sugar and nucleotide sugar metabolism, pmr01503  Cationic antimicrobial peptide (CAMP) resistance, pmr02020  Two-component system"
PMI1647,4334.023790548161,-1.10204417190699,4.14758361073808e-05,flgI,(GenBank) flagellar P-ring protein precursor (basal body P-ring protein),pmr02040  Flagellar assembly
PMI2226,196.588555164687,-1.1020576073388402,0.000189784437203025,,"(GenBank) PTS system, IIabc component",pmr02060  Phosphotransferase system (PTS)
PMI1961,3728.9910493908296,-1.1028017619505501,0.000120222380817522,ccm,(GenBank) putative membrane protein (Ccm1 protein),
PMI2273,1540.5242152590802,-1.10350716601186,0.000991715097599996,lpxA,(GenBank) acyl-[acyl-carrier-protein]--UDP-N-acetylglucos amine O-acyltransferase,"pmr00540  Lipopolysaccharide biosynthesis, pmr01100  Metabolic pathways, pmr01503  Cationic antimicrobial peptide (CAMP) resistance"
PMI2197,543.234164566348,-1.10938666421823,0.0300714976711137,,(GenBank) LysR-family transcriptional regulator,
PMI0828,1472.73693421807,-1.11046755934103,0.00260757075323806,rsuA,(GenBank) ribosomal small subunit pseudouridine synthase A,
PMI2833,1236.15873938843,-1.1114420034756398,7.09916588233398e-05,,(GenBank) putative endoribonuclease,
PMI3632,638.836359962252,-1.11221119542824,0.000405483383882947,mreC,(GenBank) rod shape-determining protein,
PMI2785,55091.6401598079,-1.11235912965207,0.000223641123425478,rpoB,"(GenBank) DNA-directed RNA polymerase, beta-subunit","pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways, pmr03020  RNA polymerase"
PMI1772,4582.1660348001205,-1.11450371578805,0.0143630980460713,pta,(GenBank) phosphate acetyltransferase,"pmr00430  Taurine and hypotaurine metabolism, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr00680  Methane metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI1648,6328.85649085953,-1.1186515868456102,0.000163681114234247,flgH,(GenBank) flagellar L-ring protein precursor,pmr02040  Flagellar assembly
PMI3407,2486.6685704217102,-1.12379375065419,0.006137228013377211,,(GenBank) putative GTP-binding protein,
PMI0425,594.343950570067,-1.12531223881034,7.09916588233398e-05,rodA,(GenBank) rod shape-determining protein,
PMI2673,74.33815454447809,-1.12668442593626,0.0096988644457101,gntK,(GenBank) thermoresistant gluconokinase,"pmr00030  Pentose phosphate pathway, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI0419,83.6661759931736,-1.12746862525895,0.00108147286070375,crcB,(GenBank) putative membrane protein (protein CrcB),
PMI0691,1527.1262074312199,-1.12949196094971,0.0230996719678199,infA,(GenBank) translation initiation factor IF-1,
PMI0719,888.022209806745,-1.13258403300481,0.00057867435432341,lpxK,(GenBank) tetraacyldisaccharide 4'-kinase,"pmr00540  Lipopolysaccharide biosynthesis, pmr01100  Metabolic pathways"
PMI3380,197.99335635305098,-1.1343879926799199,0.0015273842556527,,(GenBank) putative exported protein,
PMI1650,19555.1947472347,-1.13622485143421,0.000220735967794562,flgF,(GenBank) flagellar basal-body rod protein,pmr02040  Flagellar assembly
PMI2113,546.126707353375,-1.13651991765571,0.00011252905727271399,aldB,(GenBank) aldehyde dehydrogenase,
PMI1862,1780.58127542338,-1.14300891050805,0.00036063217657166,,(GenBank) hypothetical tRNA/rRNA methyltransferase,
PMI1340,1084.34284618123,-1.14399735923336,0.0091193065955415,rluB,(GenBank) ribosomal large subunit pseudouridine synthase B,
PMI1020,23.504516915733102,-1.144187794352,0.0325662522095522,,(GenBank) putative membrane-bound metal-dependent hydrolase,
PMI1651,42760.1806522988,-1.1448556880234098,0.000125445579965985,flgE,(GenBank) flagellar hook protein,pmr02040  Flagellar assembly
PMI0399,268.905897579662,-1.1451865990642098,0.000521979240487839,,(GenBank) conserved hypothetical protein,
PMI0141,1515.43656416044,-1.1456558593663602,0.00011870975005740901,recR,(GenBank) recombination protein,pmr03440  Homologous recombination
PMI1614,257.513124870377,-1.14833692256151,0.00714380894398887,cycA,(GenBank) D-serine/D-alanine/glycine transporter,
PMI1104,181.917556447128,-1.1513571442002999,0.000196211670668954,,(GenBank) conserved hypothetical protein,
PMI1045,17782.4278346954,-1.1544564790360201,2.58370677893226e-05,arnA,(GenBank) bifunctional polymyxin resistance protein [includes: UDP-glucuronic acid decarboxylase and UDP-4-amino-4-deoxy-l-arabinose formyltransferase,"pmr00520  Amino sugar and nucleotide sugar metabolism, pmr01503  Cationic antimicrobial peptide (CAMP) resistance"
PMI3187,426.547731302866,-1.15720111110813,0.00031251174380926,,(GenBank) putative methyltransferase,
PMI3417,12596.0196230908,-1.1594069468981398,0.00226116992509163,nusA,(GenBank) transcription elongation protein (N utilization substance protein A),
PMI1413,4931.17967182736,-1.16050493285221,0.000125445579965985,sufD,(GenBank) subunit of cysteine desulfurase activator complex,
PMI3604,298.775456347644,-1.1618006811589399,0.00014586472372786,,(GenBank) conserved hypothetical protein,
PMI0843,2457.07964371639,-1.16490547651226,0.0274445609378168,,(GenBank) putative amino acid permease,
PMI1652,14822.6326629705,-1.1673801904313101,8.12355437011948e-05,flgD,(GenBank) basal-body rod modification protein,pmr02040  Flagellar assembly
PMI1427,851.5204554122479,-1.1686054007184699,0.000547865443544137,hmuS,(GenBank) hemin transport protein,
PMI0549,352.696326667303,-1.16988462651685,0.000592984819719832,,(GenBank) conserved hypothetical protein,
PMI1888,1789.81473696945,-1.1707922878831398,0.000589882992709653,rnc,"(GenBank) RNase III, ds RNA",
PMI2345,3660.36137381974,-1.17169707220158,3.31781825839304e-06,parE,(GenBank) DNA topoisomerase IV subunit B,
fig|529507.6.peg.97,29.1432156567513,-1.17209010741234,0.0055062056629180895,,,
PMI1619,204.67711860424598,-1.17227295913926,0.0024197240895136897,fliC2,(GenBank) flagellin 2,"pmr02020  Two-component system, pmr02040  Flagellar assembly"
PMI1646,3882.7313955562395,-1.17529889430275,2.60677139098351e-06,flgJ,(GenBank) peptidoglycan hydrolase (muramidase),
PMI3314,10606.6322747741,-1.17954249684004,0.00044601257857913206,rho,(GenBank) transcription termination factor Rho,pmr03018  RNA degradation
PMI1285,116.273116293226,-1.1808826753992498,0.00025139270929161,,(GenBank) putative membrane protein,
PMI0422,264.887059418441,-1.18153204371117,0.000852079297546986,,(GenBank) conserved hypothetical protein,
PMI3591,4140.600088928521,-1.1816330603633,0.0125866685883129,glpT,(GenBank) glycerol-3-phosphate transporter (MFS-family transporter),
PMI3277,15057.191034451498,-1.1862841427433,0.00047972230160797197,rpsM,(GenBank) 30S ribosomal protein S13,pmr03010  Ribosome
PMI0599,2312.47840190225,-1.1899560187376101,2.7644733644319203e-05,modC,"(GenBank) molybdenum ABC transporter, ATP-binding protein",pmr02010  ABC transporters
PMI2855,6796.31477342324,-1.19178412515867,7.4406411771075e-06,glyS,(GenBank) glycyl-tRNA synthetase beta subunit,pmr00970  Aminoacyl-tRNA biosynthesis
PMI0427,986.565875898174,-1.1925219724748302,3.7038690510742105e-05,,(GenBank) conserved hypothetical protein,
PMI3233,337.88706149242597,-1.19411529874013,6.564791835283161e-05,,(GenBank) putative membrane protein,
PMI2008,8053.533783047991,-1.20079393496056,2.1494234611196398e-05,lysS,(GenBank) lysyl-tRNA synthetase,pmr00970  Aminoacyl-tRNA biosynthesis
PMI1658,461.55971940042997,-1.20300508318344,0.00103675191888413,floA,(GenBank) putative haemagglutinin,
PMI3631,4978.2737259409105,-1.20311106381168,2.8852608279790697e-05,mreB,(GenBank) rod shape-determining protein,
PMI2271,798.511735896759,-1.20566404421679,0.000124407913851562,rnhB,(GenBank) ribonuclease HII,pmr03030  DNA replication
PMI1036,4004.76068760699,-1.20639409060668,0.000878469029396892,rpmI,(GenBank) 50S ribosomal subunit protein L35,pmr03010  Ribosome
PMI1437,3058.58763498596,-1.20732009088491,2.08939920491384e-08,,(GenBank) putative iron utilization protein,
PMI1195,55.534122461761896,-1.21418713672237,0.0113708691634576,,(GenBank) outer membrane fimbrial usher protein,
PMI2304,545.139944222452,-1.2143572026118301,8.77639012260603e-05,,(GenBank) conserved hypothetical protein,
PMI2792,54829.055100002,-1.2158194488719398,0.00023462412707469903,tufB,(GenBank) elongation factor Tu,
PMI0545,1482.01704072718,-1.2205267353235,7.37580273631912e-05,,(GenBank) putative DNA-binding protein,
PMI0076,2243.65773182732,-1.224287459128,0.0017618865771892398,tgt,(GenBank) queuine tRNA-ribosyltransferase,
PMI1638,2375.3697956585197,-1.22820498077934,0.00286849403855581,fliN,(GenBank) flagellar motor switch protein,"pmr02030  Bacterial chemotaxis, pmr02040  Flagellar assembly"
PMI3418,19903.7066644753,-1.2283463588509398,0.00132951098759751,infB,(GenBank) translation initiation factor IF-2,
fig|529507.6.peg.3428,23.3330188730403,-1.23176583118698,0.0357055975489946,,,
PMI1637,7216.961809862059,-1.23473766695991,0.000140615133809802,fliM,(GenBank) flagellar motor switch protein,"pmr02030  Bacterial chemotaxis, pmr02040  Flagellar assembly"
PMI2344,5233.66490510122,-1.23547418648196,2.95447039353647e-06,parC,(GenBank) DNA topoisomerase IV subunit A,
PMI1640,1362.32744342466,-1.2381691188493702,0.00010115203232820501,fliP,(GenBank) flagellar biosynthetic protein,pmr02040  Flagellar assembly
PMI0172,236.251643993581,-1.24104208858906,0.0135240608887688,,(GenBank) putative Dyp-type peroxidase,
PMI1551,143.170296861949,-1.24151581728082,0.0440703168977405,,(GenBank) putative lipoprotein,
PMI0860,7081.123739331229,-1.2422623171893101,7.85718602618875e-06,fabD,(GenBank) malonyl CoA-acyl carrier protein transacylase,"pmr00061  Fatty acid biosynthesis, pmr01100  Metabolic pathways, pmr01130  Biosynthesis of antibiotics, pmr01212  Fatty acid metabolism"
fig|529507.6.peg.1288,451.11063724162,-1.24406882843508,0.00102508515315153,,,
PMI0029,2953.25117344523,-1.24847450975227,0.00244500873219953,exbB,(GenBank) biopolymer transport protein,
PMI1087,2825.68414062079,-1.25390147856117,0.000163395861517053,prfA,(GenBank) peptide chain release factor 1,
PMI0671,2244.28522615367,-1.25457705215422,0.000670313842994321,sdaB,(GenBank) L-serine dehydratase,"pmr00260  Glycine, serine and threonine metabolism, pmr00270  Cysteine and methionine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01230  Biosynthesis of amino acids"
PMI1632,5822.95140062462,-1.2565697186501001,2.33103297983819e-09,fliH,(GenBank) flagellar assembly protein,pmr02040  Flagellar assembly
PMI0366,2077.0543934318102,-1.2566968971294699,0.000155055145779959,gpt,(GenBank) xanthine-guanine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
PMI0428,397.16256870580804,-1.2588223665445701,0.000888720795412949,,(GenBank) conserved hypothetical protein,
PMI0863,4564.8384385462205,-1.25929808054557,9.21615448667828e-05,fabF,(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase II,"pmr00061  Fatty acid biosynthesis, pmr00780  Biotin metabolism, pmr01100  Metabolic pathways, pmr01212  Fatty acid metabolism"
PMI1990,43.278307743563005,-1.26009067852347,0.000488662661092264,,(GenBank) phage major capsid protein,
PMI0047,11426.548186381799,-1.26060617055085,0.00135541495109517,,(GenBank) putative secreted 5'-nucleotidase,"pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr00760  Nicotinate and nicotinamide metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
PMI3129,1079.29465706555,-1.26267052836327,0.0019231621019031103,,(GenBank) conserved hypothetical protein,
PMI0782,2191.7385285124697,-1.26454178793355,0.0043916198404658395,fabA,(GenBank) 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,"pmr00061  Fatty acid biosynthesis, pmr01100  Metabolic pathways, pmr01212  Fatty acid metabolism"
PMI2291,427.43125707124,-1.26566654732945,0.00029726634621627003,,(GenBank) hypothetical protein,
PMI3113,1182.83216825642,-1.2664827319624299,0.008662000687281079,,(GenBank) conserved hypothetical protein,
PMI1633,10323.1313839013,-1.2695351565053001,1.8655814845552897e-06,fliI,(GenBank) flagellum-specific ATP synthase,pmr02040  Flagellar assembly
PMI1877,165.757833200672,-1.2698410830061,0.00245067913124355,pmfA,(GenBank) major fimbrial subunit,
PMI1383,3792.0037626185294,-1.27227316036215,5.90760387387554e-06,fabI,(GenBank) enoyl-[acyl-carrier-protein] reductase (NADH),"pmr00061  Fatty acid biosynthesis, pmr00780  Biotin metabolism, pmr01100  Metabolic pathways, pmr01130  Biosynthesis of antibiotics, pmr01212  Fatty acid metabolism"
PMI1975,30.4659669707939,-1.27604391996079,0.0037624663786279705,,(GenBank) probable major tail tube protein,
PMI0677,1087.65107224996,-1.27627189325535,0.000246384374282942,,(GenBank) conserved hypothetical protein,
PMI0114,36072.134091206004,-1.2766158003813401,9.327437271545029e-05,tig,(GenBank) Trigger factor,
PMI0138,3392.1098383050603,-1.28308894544922,0.000185437812010132,apt,(GenBank) adenine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways"
PMI1631,9951.207607764609,-1.2878019512093402,1.73203315671097e-07,fliG,(GenBank) flagellar motor switch protein,"pmr02030  Bacterial chemotaxis, pmr02040  Flagellar assembly"
PMI2263,412.028581594163,-1.2934809238245402,0.000744406357241629,,(GenBank) conserved hypothetical protein,
PMI1197,283.674223709094,-1.29591658866562,1.19962530803599e-06,,(GenBank) fimbrial subunit,
PMI0013,674.096711985889,-1.30071988530898,0.000653720874478806,rpsT,(GenBank) 30S ribosomal protein S20,pmr03010  Ribosome
PMI1088,1379.2260895626,-1.30192822105732,0.000104282980043404,hemK,(GenBank) protein methyltransferase (protein-glutamine N-methyltransferase),
PMI0842,16008.235587036,-1.30385723649805,0.00645132919976365,,(GenBank) TonB-dependent receptor,
PMI1584,986.869515744579,-1.3062271253661,0.00104096020241128,tppB,(GenBank) tripeptide permease (MFS-family transporter),
PMI2618,106.81797659983299,-1.3075039201900802,2.1190705203221104e-05,,(GenBank) TonB-dependent receptor,
PMI1771,3059.43377267529,-1.31050185425236,0.00519772883990326,ackA,(GenBank) acetate kinase,"pmr00430  Taurine and hypotaurine metabolism, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr00680  Methane metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI0423,1431.8552434586902,-1.32677202037933,0.00011870975005740901,dacA,(GenBank) putative penicillin-binding protein,"pmr00550  Peptidoglycan biosynthesis, pmr01100  Metabolic pathways"
PMI3286,1354.90145365493,-1.3276611078541,1.64418114315367e-06,rsmB,(GenBank) ribosomal RNA small subunit methyltransferase B,
PMI2122,73.0048069763454,-1.3282482180869999,0.0016434016427349198,,(GenBank) putative haemagglutinin,
PMI1530,432.048123367793,-1.3322569329743101,0.00011985408278302601,,(GenBank) conserved hypothetical protein,
PMI0600,381.87454781861,-1.33373250714716,4.3575272537026396e-05,,(GenBank) putative hydrolase,
PMI3252,232.00280234982498,-1.3338366441421001,0.00512431799074754,bfd,(GenBank) bacterioferritin-associated ferredoxin,
PMI0409,2429.4320075955998,-1.33383779174103,0.00748676864666128,,(GenBank) TonB-dependent receptor,
PMI2282,1752.5035258742,-1.33890356218953,8.942231260834558e-07,frr,(GenBank) ribosome recycling factor,
PMI3576,1442.4261503529,-1.3394873585048999,5.4902871383474196e-08,,(GenBank) putative sulfatase,"pmr00540  Lipopolysaccharide biosynthesis, pmr01503  Cationic antimicrobial peptide (CAMP) resistance"
PMI1416,2748.41382517667,-1.3408347193213401,1.79269266285966e-05,sufA,(GenBank) putative scaffold protein for iron-sulfur cluster assembly,
PMI2370,1386.1438942243499,-1.34412353637878,0.00800448242735509,rpsU,(GenBank) 30S ribosomal subunit protein S21,pmr03010  Ribosome
PMI0149,187.756931227676,-1.34890821992991,0.00171161132907659,,(GenBank) putative drug/sodium antiporter,
PMI2859,69.9614303258327,-1.3493074776591203,0.0029658911142494897,,(GenBank) putative endonuclease/exonuclease/phosphatase,
PMI3423,2821.9271132169106,-1.35950037365485,0.0025006026031143603,nlpI,(GenBank) lipoprotein,
PMI0160,562.7002579470391,-1.36628344043917,2.0275602189879398e-05,hpt,(GenBank) hypoxanthine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
fig|529507.6.peg.1610,243.57450025067996,-1.3761356233585,0.007782873585827091,,,
PMI3405,21713.9628825956,-1.37656574278364,0.0018859408932506,rplU,(GenBank) 50S ribosomal protein L21,pmr03010  Ribosome
PMI3628,4729.55283081736,-1.3792093327697301,0.00040552441475370603,accB,(GenBank) biotin carboxyl carrier protein,"pmr00061  Fatty acid biosynthesis, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI0715,51333.223706635305,-1.3802849608445302,3.09657009650202e-05,rpsA,(GenBank) 30S ribosomal protein S1,pmr03010  Ribosome
PMI0386,4184.87395223325,-1.3810935568559097,0.000140615133809802,rplS,(GenBank) 50S ribosomal subunit protein L19,pmr03010  Ribosome
PMI1044,7355.39315179649,-1.3821392465951898,2.38752204858477e-07,arnC,(GenBank) undecaprenyl-phosphate 4-deoxy-4-formamido-l-arabinose transferase,"pmr00520  Amino sugar and nucleotide sugar metabolism, pmr01503  Cationic antimicrobial peptide (CAMP) resistance"
PMI0783,2449.98220520861,-1.3843905427898002,2.68407873900739e-05,,(GenBank) conserved hypothetical protein,
PMI2052,1312.16382693324,-1.39535055702647,3.89328533193912e-06,coaE,(GenBank) dephospho-CoA kinase,"pmr00770  Pantothenate and CoA biosynthesis, pmr01100  Metabolic pathways"
PMI1091,515.711895347001,-1.39596762194969,4.440924523259929e-06,,(GenBank) conserved hypothetical protein,
PMI1590,2855.91613950111,-1.39984712285811,4.82883689601179e-06,,(GenBank) putative protease,
PMI1887,3285.32486622455,-1.40049742118148,0.00010062340867143499,era,(GenBank) GTP-binding protein,
PMI1991,22.8846694626543,-1.40537185167503,0.00304767087972282,,(GenBank) phage capsid scaffolding protein,
PMI2047,1390.0256501209801,-1.40683888892627,0.0070033777924880395,pdhR,(GenBank) pyruvate dehydrogenase complex repressor (GntR-family transcriptional regulator),
PMI1945,3382.0567952634497,-1.4087235354698797,0.0011064577733205401,ireA,(GenBank) putative TonB-dependent ferric siderophore receptor,
PMI1038,4091.1922497378796,-1.40954309154373,1.32449947951198e-06,pheS,(GenBank) phenylalanyl-tRNA synthetase alpha chain,pmr00970  Aminoacyl-tRNA biosynthesis
PMI2790,2763.47530838027,-1.4118016504715498,2.18114025295696e-05,nusG,(GenBank) transcription antitermination protein,
PMI0174,43.737260076830594,-1.41878083678098,0.0275134408919288,,(GenBank) putative membrane protein,
PMI2808,5894.45890037234,-1.41920360355841,0.000432482695531658,,(GenBank) methyl-accepting chemotaxis protein,
PMI0714,3199.3892263941902,-1.41983231383167,0.00013772685389334,cmk,(GenBank) cytidylate kinase,"pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways"
PMI0856,8016.21413753448,-1.4247653439266799,0.0009124233229606301,,(GenBank) conserved hypothetical protein,
PMI3406,1809.67172257531,-1.4263525531463799,0.000425008075686987,rpmA,(GenBank) 50S ribosomal protein L27,pmr03010  Ribosome
PMI2898,1617.16859073924,-1.43556636132943,0.039535116509401,,"(GenBank) putative amino acid ABC transporter, substrate-binding protein",
PMI1531,572.843514090621,-1.43631214202976,2.3629837912583397e-05,,(GenBank) conserved hypothetical protein,
PMI1617,8332.919192987,-1.43676529722409,6.53765659192604e-15,fliZ,(GenBank) FliZ protein,
PMI0859,4101.33177825198,-1.4380453350556202,8.943967080948309e-07,fabH,(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III,"pmr00061  Fatty acid biosynthesis, pmr01100  Metabolic pathways, pmr01212  Fatty acid metabolism"
PMI0993,3563.52908095291,-1.43892734680273,5.4857012512234704e-05,,(GenBank) putative lipoprotein,
PMI2475,16.5061942267697,-1.44938402398529,0.0128905823940598,,(GenBank) putative plasmid conjugative transfer protein,
PMI2786,19109.7187624606,-1.45023611523141,0.000681383694664927,rplL,(GenBank) 50S ribosomal subunit protein L7/L12,pmr03010  Ribosome
PMI1109,553.06844966484,-1.4558318811808,3.41879672400455e-05,,(GenBank) conserved hypothetical protein,
PMI1548,324.226140066572,-1.45826870936416,9.12383227302359e-05,,(GenBank) TonB-dependent receptor,
PMI0308,48.937701092322996,-1.45873497488494,4.6680064422525e-05,,(GenBank) hypothetical protein,
PMI0986,9629.40074203037,-1.4611045286354398,8.04048511648859e-06,,(GenBank) conserved hypothetical protein,
